"name","kind","line","totalRefs","snippet"
"applyFix","declaration","12091","8","return title.closest('[role=""dialog""],.modal,.popup,.dialog'); } function applyFix(){ const root=findPopupRoot();"
"applyFix","declaration","12169","8","return t.length>3 && !t.includes('업무 종류·결재선 검색'); } function applyFix(){ const root=findPopupRoot();"
"findPopupRoot","declaration","12073","4",") || null; } function findPopupRoot(){ const title=exactTitleNode();"
"findPopupRoot","declaration","12146","4","if(window.__UEP_APPROVAL_POPUP_FIX_08067__) return; window.__UEP_APPROVAL_POPUP_FIX_08067__ = true; function findPopupRoot(){ const title=[...document.querySelectorAll('h1,h2,h3,h4,div,span')].find(el=>"
"sdgsDashboard","declaration","5730","3","return `<section class=""career-portfolio""><header><div><small>CAREER EXPLORATION PORTFOLIO</small><h3>${escapeHtml(student.name)} 진로탐색 포트폴리오</h3><p>진로활동 보고서를 바탕으로 전공분야의 탐색 폭과 반복·심화 흐름을 확인합니다.</p></div><span>${rows.length}개 보고서</span></header><div class=""career-portfolio-metrics""><article><small>분야 다양성</small><b>${diversity}개 분야</b></article><article><small>탐구 심화도</small><b>${depth}</b></article><article><small>희망전공 연계</small><b>${hope?`${linked?'연계 발견':'탐색 중'}`:'희망 미등록'}</b><em>${escapeHtml(hope||'희망계열·전공을 등록하면 ★로 표시')}</em></article></div><div class=""career-field-grid"">${cards}</div><details class=""career-report-evidence""><summary>진로활동 보고서 근거 ${rows.length}건 보기</summary><div>${evidence}</div></details></section>`; } function sdgsDashboard(student,bundle){ const career=studentCareerSupport(student,bundle); const programs=(bundle.programs||[]).filter(p=>p.kind!==""after"");"
"sdgsDashboard","declaration","12404","3","})(); // __UEP_EVIDENCE_GROWTH_08082__ function sdgsDashboard(student,bundle){ const career=studentCareerSupport(student,bundle); const programs=(bundle.programs||[]).filter(p=>p.kind!==""after"");"
"uepStudentApplicationDetail","declaration","12535","4","// __UEP_REFINEMENT_08107__ function uepSelectionSubjectState(subject,term,errors){const related=(errors||[]).filter(e=>(String(e.term||'').includes(term)||!e.term)&&(String(e.detail||'').includes(subject)||String(e.subject||'')===subject));if(related.length)return {cls:'selection-subject-error',label:[...new Set(related.map(e=>String(e.type||'오류').replace(/오류|과목/g,'')))].join('·')};const linked=(errors||[]).some(e=>String(e.term||'').includes(term));return linked?{cls:'selection-subject-related',label:'연계 확인'}:{cls:'',label:'신청'};} function uepStudentApplicationDetail(row,errors){const student=row.__student,sms=uepSelectionSms(student,errors),className=String(student.className||recordStudentClass(student)||'').replace(/반+$/,'');const alert=errors.length?`<section class=""selection-error-panel selection-error-first""><header><h3>먼저 확인할 신청 오류</h3><span>${errors.length}건</span></header>${errors.map(x=>`<article><b>${escapeHtml(x.type)}</b><em>${escapeHtml(x.term)}</em><p>${escapeHtml(x.detail)}</p></article>`).join('')}</section>`:'<section class=""selection-safe-panel selection-safe-first""><b>✓ 선택과목 검증 정상</b><span>현재 신청자료에서 확인할 오류가 없습니다.</span></section>';return `<section class=""curriculum-student-detail""><header><div><small>${escapeHtml(student.studentNo)} · ${escapeHtml(className)}반</small><h3>${escapeHtml(student.name)} 학생신청</h3></div>${uepSelectionErrorLabel(errors)}</header>${alert}<div class=""curriculum-term-grid curriculum-term-grid-four"">${[""2-1"",""2-2"",""3-1"",""3-2""].map(term=>`<section><header><h3>${term.replace('-','학년 ')}학기</h3><span>${uepSelectionTermSubjects(row,term).length}과목</span></header>${uepSelectionTermSubjects(row,term).map(x=>{const state=uepSelectionSubjectState(x,term,errors);return `<article class=""${state.cls}"" title=""${state.label}""><b>${escapeHtml(x)}</b><em>${escapeHtml(state.label)}</em></article>`;}).join('')||'<div class=""selection-missing"">미신청</div>'}</section>`).join('')}</div>${errors.length?`<section class=""curriculum-message-panel""><header><div><small>STUDENT MESSAGE</small><h3>현재 오류 보완 문자</h3></div><button class=""btn primary"" data-copy-current-selection-sms>문자 복사</button></header><textarea id=""currentSelectionSms"" readonly>${escapeHtml(sms)}</textarea></section>`:''}</section>`;} function uepStudentApplicationView(){const data=uepSelectionDataset(),types=[...new Set(data.errors.map(x=>x.type))],allRows=data.rows,classRows=recordClassNo==='all'?allRows:allRows.filter(r=>recordStudentClass(r.__student)===String(recordClassNo)),visible=classRows.filter(r=>{const errs=data.errors.filter(e=>e.student.id===r.__student.id);return(!curriculumErrorOnly||errs.length)&&(curriculumErrorType==='all'||errs.some(e=>e.type===curriculumErrorType));});if(!recordStudentId||!classRows.some(r=>r.__student.id===recordStudentId))recordStudentId=classRows[0]?.__student.id||'';const chosen=classRows.find(r=>r.__student.id===recordStudentId)||classRows[0],errs=chosen?data.errors.filter(e=>e.student.id===chosen.__student.id):[];const classButton=(no,label)=>`<button data-record-class=""${no}"" class=""${String(recordClassNo)===no?'active':''}""><b>${label}</b><span>${no==='all'?allRows.length:data.rows.filter(r=>recordStudentClass(r.__student)===no).length}명</span></button>`,classes=classButton('all','전체')+Array.from({length:9},(_,i)=>classButton(String(i+1),`${i+1}반`)).join('');const switcher=`<div class=""record-query-switch curriculum-query-top""><button data-record-query=""class"" class=""${recordQueryMode==='class'?'active':''}"">반별 조회</button><button data-record-query=""student"" class=""${recordQueryMode==='student'?'active':''}"">개인별 조회</button></div>`;const picker=recordQueryMode==='student'?`<div class=""uep-student-picker""><button data-uep-student-prev>‹</button><button class=""uep-picker-main"" data-open-student-picker><small>${recordClassNo==='all'?'전체 학생':recordClassNo+'반 학생'}</small><b>${escapeHtml(chosen?.__student.studentNo||'')} ${escapeHtml(chosen?.__student.name||'학생 선택')}</b></button><button data-uep-student-next>›</button><div class=""uep-picker-menu"" hidden><input data-uep-student-search placeholder=""학번·이름 검색""><div>${classRows.map(r=>`<button data-record-student=""${escapeHtml(r.__student.id)}"">${escapeHtml(r.__student.studentNo)} ${escapeHtml(r.__student.name)}</button>`).join('')}</div></div></div>`:'';const controls=`<div class=""curriculum-filter-bar"">${switcher}<div class=""record-class-cards"">${classes}</div><label>오류유형<select data-curriculum-error-type><option value=""all"">전체 오류</option>${types.map(x=>`<option ${curriculumErrorType===x?'selected':''}>${escapeHtml(x)}</option>`).join('')}</select></label><button class=""btn ${curriculumErrorOnly?'primary':'secondary'}"" data-curriculum-error-only>${curriculumErrorOnly?'오류학생만 보는 중':'오류학생만 보기'}</button>${picker}</div>`;if(recordQueryMode==='student')return `${controls}${chosen?uepStudentApplicationDetail(chosen,errs):''}`;return `${controls}<div class=""curriculum-class-list""><div class=""curriculum-class-head""><span>학번·학생</span><span>2-1</span><span>2-2</span><span>3-1</span><span>3-2</span><span>상태</span></div>${visible.map(r=>{const es=data.errors.filter(e=>e.student.id===r.__student.id);return `<button data-record-student=""${escapeHtml(r.__student.id)}""><b>${escapeHtml(r.__student.studentNo)} ${escapeHtml(r.__student.name)}</b>${[""2-1"",""2-2"",""3-1"",""3-2""].map(t=>`<span>${uepSelectionTermSubjects(r,t).length}과목</span>`).join('')}<span>${uepSelectionErrorLabel(es)}</span></button>`;}).join('')||'<div class=""query-empty""><b>조건에 맞는 학생이 없습니다.</b></div>'}</div>`;} function uepSubjectApplicationView(){const data=uepSelectionDataset(),terms=[""2-1"",""2-2"",""3-1"",""3-2""],groups=data.subjects.filter(x=>x.term===curriculumTermFilter),selected=groups.find(x=>x.key===curriculumSubjectKey)||null,privacy=privacyModeEnabled();let detail='';if(selected){const rows=[...selected.students].sort(curriculumRosterSort==='class'?((a,b)=>String(a.student.studentNo).localeCompare(String(b.student.studentNo))):((a,b)=>(a.avg??99)-(b.avg??99)||String(a.student.studentNo).localeCompare(String(b.student.studentNo))));detail=`<section class=""subject-roster-detail""><header><div><small>${selected.term}</small><h3>${escapeHtml(selected.subject)} 신청명단</h3></div><div class=""roster-sort""><button data-roster-sort=""grade"" class=""${curriculumRosterSort==='grade'?'active':''}"">예상성적순</button><button data-roster-sort=""class"" class=""${curriculumRosterSort==='class'?'active':''}"">반·번호순</button></div></header><div class=""selection-roster privacy-roster roster-six-columns ${privacy?'masked':''}""><div class=""selection-roster-head""><span>학번·성명</span><span>현재반</span><span>구분</span><span>1학년 내신평균</span><span>예상등수</span><span>예상등급</span></div>${rows.map(x=>`<article><b class=""privacy-sensitive-text"">${privacy?'**** ＊＊＊':`${escapeHtml(x.student.studentNo)} ${escapeHtml(x.student.name)}`}</b><span>${escapeHtml(recordStudentClass(x.student))}반</span><span>${x.dorm?'<i class=""dorm-badge"">학사</i>':'-'}</span><span class=""privacy-sensitive-text"">${privacy?'＊.＊＊':x.avg==null?'성적 없음':x.avg.toFixed(2)}</span><span class=""privacy-sensitive-text"">${privacy?'＊위':x.expectedRank?`${x.expectedRank}위`:'-'}</span><span class=""privacy-sensitive-text expected-grade-cell"">${privacy?'＊등급':x.expectedGrade==='-'?'-':`${x.expectedGrade}등급`}</span></article>`).join('')}</div><p class=""selection-estimate-note"">예상등수·등급은 해당 과목 신청자의 1학년 내신 등급 평균을 사용한 상담용 추정치입니다.</p></section>`;}return `<div class=""term-picker-cards"">${terms.map(t=>`<button data-curriculum-term=""${t}"" class=""${curriculumTermFilter===t?'active':''}""><b>${t.replace('-','학년 ')}학기</b><span>${data.subjects.filter(x=>x.term===t).length}과목</span></button>`).join('')}</div><div class=""subject-card-grid"">${groups.map(g=>`<button data-curriculum-subject=""${escapeHtml(g.key)}"" class=""${g.key===curriculumSubjectKey?'active':''}""><small>${g.term}</small><b>${escapeHtml(g.subject)}</b><span>${g.students.length}명 · 예상 ${g.sectionCount}분반</span>${uepSubjectStatus(g)}</button>`).join('')}</div>${detail}`;}"
"uepStudentApplicationDetail","declaration","12575","4","function uepCurriculumNav(){return `<div class=""selection-analysis-tabs curriculum-final-tabs""><button data-curriculum-workspace=""students"" class=""${curriculumWorkspaceMode==='students'?'active':''}"">학생신청</button><button data-curriculum-workspace=""subjects"" class=""${curriculumWorkspaceMode==='subjects'?'active':''}"">과목별 신청현황</button></div>`;} function uepSelectionErrorLabel(errors){return errors.length?`<span class=""selection-error-count"">${errors.length}건 확인</span>`:'<span class=""selection-ok"">정상</span>';} function uepStudentApplicationDetail(row,errors){const student=row.__student;const sms=uepSelectionSms(student,errors);return `<section class=""curriculum-student-detail""><header><div><small>${escapeHtml(student.studentNo)} · ${escapeHtml(student.className||'')}반</small><h3>${escapeHtml(student.name)} 학생신청</h3></div>${uepSelectionErrorLabel(errors)}</header><div class=""curriculum-term-grid"">${[""2-1"",""2-2"",""3-1"",""3-2""].map(term=>`<section><header><h3>${term.replace('-','학년 ')}학기</h3><span>${uepSelectionTermSubjects(row,term).length}과목</span></header>${uepSelectionTermSubjects(row,term).map(x=>`<article><b>${escapeHtml(x)}</b><em>신청</em></article>`).join('')||'<div class=""selection-missing"">미신청</div>'}</section>`).join('')}</div>${errors.length?`<section class=""selection-error-panel""><header><h3>확인할 신청 오류</h3><span>${errors.length}건</span></header>${errors.map(x=>`<article><b>${escapeHtml(x.type)}</b><em>${escapeHtml(x.term)}</em><p>${escapeHtml(x.detail)}</p></article>`).join('')}</section><section class=""curriculum-message-panel""><header><div><small>STUDENT MESSAGE</small><h3>현재 오류 보완 문자</h3></div><button class=""btn primary"" data-copy-current-selection-sms>문자 복사</button></header><textarea id=""currentSelectionSms"" readonly>${escapeHtml(sms)}</textarea></section>`:'<section class=""selection-safe-panel""><b>✓ 선택과목 검증 정상</b><span>현재 신청자료에서 확인할 오류가 없습니다.</span></section>'}</section>`;} function uepStudentApplicationView(){const data=uepSelectionDataset(),types=[...new Set(data.errors.map(x=>x.type))],classRows=data.rows.filter(r=>recordStudentClass(r.__student)===String(recordClassNo));const visible=classRows.filter(r=>{const errs=data.errors.filter(e=>e.student.id===r.__student.id);return (!curriculumErrorOnly||errs.length)&&(curriculumErrorType==='all'||errs.some(e=>e.type===curriculumErrorType));});if(!recordStudentId||!classRows.some(r=>r.__student.id===recordStudentId))recordStudentId=classRows[0]?.__student.id||'';const chosen=classRows.find(r=>r.__student.id===recordStudentId)||classRows[0];const errs=chosen?data.errors.filter(e=>e.student.id===chosen.__student.id):[];const classes=Array.from({length:9},(_,i)=>String(i+1)).map(no=>`<button data-record-class=""${no}"" class=""${recordClassNo===no?'active':''}""><b>${no}반</b><span>${data.rows.filter(r=>recordStudentClass(r.__student)===no).length}명</span></button>`).join('');const controls=`<div class=""curriculum-filter-bar""><div class=""record-class-cards"">${classes}</div><label>오류유형<select data-curriculum-error-type><option value=""all"">전체 오류</option>${types.map(x=>`<option ${curriculumErrorType===x?'selected':''}>${escapeHtml(x)}</option>`).join('')}</select></label><button class=""btn ${curriculumErrorOnly?'primary':'secondary'}"" data-curriculum-error-only>${curriculumErrorOnly?'오류학생만 보는 중':'오류학생만 보기'}</button></div>`;if(recordQueryMode==='student')return `${controls}<div class=""record-query-switch""><button data-record-query=""class"">반별 조회</button><button class=""active"">개인별 조회</button></div><div class=""uep-student-picker""><button data-uep-student-prev>‹</button><button class=""uep-picker-main"" data-open-student-picker><small>${recordClassNo}반 학생</small><b>${escapeHtml(chosen?.__student.studentNo||'')} ${escapeHtml(chosen?.__student.name||'학생 선택')}</b></button><button data-uep-student-next>›</button><div class=""uep-picker-menu"" hidden><input data-uep-student-search placeholder=""학번·이름 검색""><div>${classRows.map(r=>`<button data-record-student=""${escapeHtml(r.__student.id)}"">${escapeHtml(r.__student.studentNo)} ${escapeHtml(r.__student.name)}</button>`).join('')}</div></div></div>${chosen?uepStudentApplicationDetail(chosen,errs):''}`;return `${controls}<div class=""record-query-switch""><button class=""active"">반별 조회</button><button data-record-query=""student"">개인별 조회</button></div><div class=""curriculum-class-list""><div class=""curriculum-class-head""><span>학번·학생</span><span>2-1</span><span>2-2</span><span>3-1</span><span>3-2</span><span>상태</span></div>${visible.map(r=>{const es=data.errors.filter(e=>e.student.id===r.__student.id);return `<button data-record-student=""${escapeHtml(r.__student.id)}""><b>${escapeHtml(r.__student.studentNo)} ${escapeHtml(r.__student.name)}</b>${[""2-1"",""2-2"",""3-1"",""3-2""].map(t=>`<span>${uepSelectionTermSubjects(r,t).length}과목</span>`).join('')}<span>${uepSelectionErrorLabel(es)}</span></button>`;}).join('')||'<div class=""query-empty""><b>조건에 맞는 학생이 없습니다.</b></div>'}</div>`;} function uepSubjectStatus(group){const n=group.students.length;if(n<10)return '<i class=""subject-risk close"">폐강위기</i>';if(n<20)return '<i class=""subject-risk watch"">개설확인</i>';if(Math.ceil(n/group.sectionCount)>30)return '<i class=""subject-risk crowd"">과밀가능</i>';return '<i class=""subject-risk stable"">안정</i>';}"
"uepStudentApplicationView","declaration","12536","3","function uepSelectionSubjectState(subject,term,errors){const related=(errors||[]).filter(e=>(String(e.term||'').includes(term)||!e.term)&&(String(e.detail||'').includes(subject)||String(e.subject||'')===subject));if(related.length)return {cls:'selection-subject-error',label:[...new Set(related.map(e=>String(e.type||'오류').replace(/오류|과목/g,'')))].join('·')};const linked=(errors||[]).some(e=>String(e.term||'').includes(term));return linked?{cls:'selection-subject-related',label:'연계 확인'}:{cls:'',label:'신청'};} function uepStudentApplicationDetail(row,errors){const student=row.__student,sms=uepSelectionSms(student,errors),className=String(student.className||recordStudentClass(student)||'').replace(/반+$/,'');const alert=errors.length?`<section class=""selection-error-panel selection-error-first""><header><h3>먼저 확인할 신청 오류</h3><span>${errors.length}건</span></header>${errors.map(x=>`<article><b>${escapeHtml(x.type)}</b><em>${escapeHtml(x.term)}</em><p>${escapeHtml(x.detail)}</p></article>`).join('')}</section>`:'<section class=""selection-safe-panel selection-safe-first""><b>✓ 선택과목 검증 정상</b><span>현재 신청자료에서 확인할 오류가 없습니다.</span></section>';return `<section class=""curriculum-student-detail""><header><div><small>${escapeHtml(student.studentNo)} · ${escapeHtml(className)}반</small><h3>${escapeHtml(student.name)} 학생신청</h3></div>${uepSelectionErrorLabel(errors)}</header>${alert}<div class=""curriculum-term-grid curriculum-term-grid-four"">${[""2-1"",""2-2"",""3-1"",""3-2""].map(term=>`<section><header><h3>${term.replace('-','학년 ')}학기</h3><span>${uepSelectionTermSubjects(row,term).length}과목</span></header>${uepSelectionTermSubjects(row,term).map(x=>{const state=uepSelectionSubjectState(x,term,errors);return `<article class=""${state.cls}"" title=""${state.label}""><b>${escapeHtml(x)}</b><em>${escapeHtml(state.label)}</em></article>`;}).join('')||'<div class=""selection-missing"">미신청</div>'}</section>`).join('')}</div>${errors.length?`<section class=""curriculum-message-panel""><header><div><small>STUDENT MESSAGE</small><h3>현재 오류 보완 문자</h3></div><button class=""btn primary"" data-copy-current-selection-sms>문자 복사</button></header><textarea id=""currentSelectionSms"" readonly>${escapeHtml(sms)}</textarea></section>`:''}</section>`;} function uepStudentApplicationView(){const data=uepSelectionDataset(),types=[...new Set(data.errors.map(x=>x.type))],allRows=data.rows,classRows=recordClassNo==='all'?allRows:allRows.filter(r=>recordStudentClass(r.__student)===String(recordClassNo)),visible=classRows.filter(r=>{const errs=data.errors.filter(e=>e.student.id===r.__student.id);return(!curriculumErrorOnly||errs.length)&&(curriculumErrorType==='all'||errs.some(e=>e.type===curriculumErrorType));});if(!recordStudentId||!classRows.some(r=>r.__student.id===recordStudentId))recordStudentId=classRows[0]?.__student.id||'';const chosen=classRows.find(r=>r.__student.id===recordStudentId)||classRows[0],errs=chosen?data.errors.filter(e=>e.student.id===chosen.__student.id):[];const classButton=(no,label)=>`<button data-record-class=""${no}"" class=""${String(recordClassNo)===no?'active':''}""><b>${label}</b><span>${no==='all'?allRows.length:data.rows.filter(r=>recordStudentClass(r.__student)===no).length}명</span></button>`,classes=classButton('all','전체')+Array.from({length:9},(_,i)=>classButton(String(i+1),`${i+1}반`)).join('');const switcher=`<div class=""record-query-switch curriculum-query-top""><button data-record-query=""class"" class=""${recordQueryMode==='class'?'active':''}"">반별 조회</button><button data-record-query=""student"" class=""${recordQueryMode==='student'?'active':''}"">개인별 조회</button></div>`;const picker=recordQueryMode==='student'?`<div class=""uep-student-picker""><button data-uep-student-prev>‹</button><button class=""uep-picker-main"" data-open-student-picker><small>${recordClassNo==='all'?'전체 학생':recordClassNo+'반 학생'}</small><b>${escapeHtml(chosen?.__student.studentNo||'')} ${escapeHtml(chosen?.__student.name||'학생 선택')}</b></button><button data-uep-student-next>›</button><div class=""uep-picker-menu"" hidden><input data-uep-student-search placeholder=""학번·이름 검색""><div>${classRows.map(r=>`<button data-record-student=""${escapeHtml(r.__student.id)}"">${escapeHtml(r.__student.studentNo)} ${escapeHtml(r.__student.name)}</button>`).join('')}</div></div></div>`:'';const controls=`<div class=""curriculum-filter-bar"">${switcher}<div class=""record-class-cards"">${classes}</div><label>오류유형<select data-curriculum-error-type><option value=""all"">전체 오류</option>${types.map(x=>`<option ${curriculumErrorType===x?'selected':''}>${escapeHtml(x)}</option>`).join('')}</select></label><button class=""btn ${curriculumErrorOnly?'primary':'secondary'}"" data-curriculum-error-only>${curriculumErrorOnly?'오류학생만 보는 중':'오류학생만 보기'}</button>${picker}</div>`;if(recordQueryMode==='student')return `${controls}${chosen?uepStudentApplicationDetail(chosen,errs):''}`;return `${controls}<div class=""curriculum-class-list""><div class=""curriculum-class-head""><span>학번·학생</span><span>2-1</span><span>2-2</span><span>3-1</span><span>3-2</span><span>상태</span></div>${visible.map(r=>{const es=data.errors.filter(e=>e.student.id===r.__student.id);return `<button data-record-student=""${escapeHtml(r.__student.id)}""><b>${escapeHtml(r.__student.studentNo)} ${escapeHtml(r.__student.name)}</b>${[""2-1"",""2-2"",""3-1"",""3-2""].map(t=>`<span>${uepSelectionTermSubjects(r,t).length}과목</span>`).join('')}<span>${uepSelectionErrorLabel(es)}</span></button>`;}).join('')||'<div class=""query-empty""><b>조건에 맞는 학생이 없습니다.</b></div>'}</div>`;} function uepSubjectApplicationView(){const data=uepSelectionDataset(),terms=[""2-1"",""2-2"",""3-1"",""3-2""],groups=data.subjects.filter(x=>x.term===curriculumTermFilter),selected=groups.find(x=>x.key===curriculumSubjectKey)||null,privacy=privacyModeEnabled();let detail='';if(selected){const rows=[...selected.students].sort(curriculumRosterSort==='class'?((a,b)=>String(a.student.studentNo).localeCompare(String(b.student.studentNo))):((a,b)=>(a.avg??99)-(b.avg??99)||String(a.student.studentNo).localeCompare(String(b.student.studentNo))));detail=`<section class=""subject-roster-detail""><header><div><small>${selected.term}</small><h3>${escapeHtml(selected.subject)} 신청명단</h3></div><div class=""roster-sort""><button data-roster-sort=""grade"" class=""${curriculumRosterSort==='grade'?'active':''}"">예상성적순</button><button data-roster-sort=""class"" class=""${curriculumRosterSort==='class'?'active':''}"">반·번호순</button></div></header><div class=""selection-roster privacy-roster roster-six-columns ${privacy?'masked':''}""><div class=""selection-roster-head""><span>학번·성명</span><span>현재반</span><span>구분</span><span>1학년 내신평균</span><span>예상등수</span><span>예상등급</span></div>${rows.map(x=>`<article><b class=""privacy-sensitive-text"">${privacy?'**** ＊＊＊':`${escapeHtml(x.student.studentNo)} ${escapeHtml(x.student.name)}`}</b><span>${escapeHtml(recordStudentClass(x.student))}반</span><span>${x.dorm?'<i class=""dorm-badge"">학사</i>':'-'}</span><span class=""privacy-sensitive-text"">${privacy?'＊.＊＊':x.avg==null?'성적 없음':x.avg.toFixed(2)}</span><span class=""privacy-sensitive-text"">${privacy?'＊위':x.expectedRank?`${x.expectedRank}위`:'-'}</span><span class=""privacy-sensitive-text expected-grade-cell"">${privacy?'＊등급':x.expectedGrade==='-'?'-':`${x.expectedGrade}등급`}</span></article>`).join('')}</div><p class=""selection-estimate-note"">예상등수·등급은 해당 과목 신청자의 1학년 내신 등급 평균을 사용한 상담용 추정치입니다.</p></section>`;}return `<div class=""term-picker-cards"">${terms.map(t=>`<button data-curriculum-term=""${t}"" class=""${curriculumTermFilter===t?'active':''}""><b>${t.replace('-','학년 ')}학기</b><span>${data.subjects.filter(x=>x.term===t).length}과목</span></button>`).join('')}</div><div class=""subject-card-grid"">${groups.map(g=>`<button data-curriculum-subject=""${escapeHtml(g.key)}"" class=""${g.key===curriculumSubjectKey?'active':''}""><small>${g.term}</small><b>${escapeHtml(g.subject)}</b><span>${g.students.length}명 · 예상 ${g.sectionCount}분반</span>${uepSubjectStatus(g)}</button>`).join('')}</div>${detail}`;}"
